Step 0
1 20.0 0.36901235580444336 80.0 | 4.0 | 9.4
2 28.0 0.5305795669555664 112.0 | 4.0 | 13.285714285714286
3 36.0 0.6632261276245117 144.0 | 4.0 | 17.22222222222222
4 36.0 0.6632261276245117 144.0 | 4.0 | 17.22222222222222
5 36.0 0.6632261276245117 144.0 | 4.0 | 17.22222222222222
6 60.0 1.1768527030944824 240.0 | 4.0 | 29.133333333333333
7 84.0 1.6196675300598145 336.0 | 4.0 | 41.095238095238095
8 92.0 1.7892417907714844 368.0 | 4.0 | 45.08695652173913
9 96.0 1.8700239658355713 384.0 | 4.0 | 47.041666666666664
10 96.0 1.875011920928955 384.0 | 4.0 | 47.041666666666664
11 96.0 1.875011920928955 384.0 | 4.0 | 47.041666666666664
12 104.0 2.0076584815979004 416.0 | 4.0 | 51.03846153846154
13 96.0 1.875011920928955 384.0 | 4.0 | 47.041666666666664
14 96.0 1.8061954975128174 384.0 | 4.0 | 47.041666666666664
15 96.0 1.7892439365386963 384.0 | 4.0 | 47.041666666666664
16 96.0 1.7473275661468506 384.0 | 4.0 | 47.041666666666664
17 96.0 1.7204017639160156 384.0 | 4.0 | 47.041666666666664
18 96.0 1.6695356369018555 384.0 | 4.0 | 47.041666666666664
19 96.0 1.6695356369018555 384.0 | 4.0 | 47.041666666666664
20 96.0 1.6695356369018555 384.0 | 4.0 | 47.041666666666664
21 96.0 1.6695356369018555 384.0 | 4.0 | 47.041666666666664
22 96.0 1.670531988143921 384.0 | 4.0 | 47.041666666666664
23 96.0 1.6744968891143799 384.0 | 4.0 | 47.041666666666664
24 96.0 1.7134168148040771 384.0 | 4.0 | 47.041666666666664
25 96.0 1.7568159103393555 384.0 | 4.0 | 47.041666666666664
26 96.0 1.823664903640747 384.0 | 4.0 | 47.041666666666664
27 96.0 1.823664903640747 384.0 | 4.0 | 47.041666666666664
28 96.0 1.823664903640747 384.0 | 4.0 | 47.041666666666664
29 96.0 1.823664903640747 384.0 | 4.0 | 47.041666666666664
30 96.0 1.8276283740997314 384.0 | 4.0 | 47.041666666666664
31 96.0 1.7339017391204834 384.0 | 4.0 | 47.041666666666664
32 96.0 1.715926170349121 384.0 | 4.0 | 47.041666666666664
33 96.0 1.6466093063354492 384.0 | 4.0 | 47.041666666666664
34 96.0 1.662553071975708 384.0 | 4.0 | 47.041666666666664
35 96.0 1.662553071975708 384.0 | 4.0 | 47.041666666666664
36 96.0 1.662553071975708 384.0 | 4.0 | 47.041666666666664
37 96.0 1.662553071975708 384.0 | 4.0 | 47.041666666666664
